authors,bestsellers_rank,categories,format,id,lang,rating_avg,title
"[29771, 22460]",1586,"[2459, 2460, 2474, 2500]",1,9780857633835,en,3.95,Pip and Posy: The Bedtime Frog
[19619],3055,"[2457, 2499]",1,9781843650911,en,4.07,What's in Your Tummy Mummy?
[72625],4760,"[2461, 2559, 2588]",1,9780008151454,en,3.95,"Handwriting Ages 5-7 : KS1 English Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
[232592],9798,"[2490, 2498, 2503]",1,9781405297387,en,3.56,Shine
[2558],5707,"[2491, 2495]",1,9781423101499,en,4.39,The Battle of the Labyrinth
[191489],3437,"[2488, 2495, 2496]",4,9781526620309,en,4.44,The Hogwarts Library Box Set
"[66163, 63862]",3479,"[2488, 2490, 2501]",1,9780811876650,en,4.45,Ivy and Bean Boxed Set 2
[36975],7405,"[2488, 2494, 2495, 2501, 2557]",1,9780394865874,en,4.16,Little Witch's Big Night : Step Into Reading 3
"[45659, 47477]",7028,"[2488, 2490, 2497, 2499]",2,9780736421775,en,4.39,The Little Mermaid (Disney Princess)
[45461],5020,"[2491, 2499]",1,9780008256944,en,4.25,"The 1,000-year-old Boy"
[287343],4934,[2490],1,9780061767593,en,3.35,L.A. Candy
[191489],2769,"[2495, 2496]",2,9781526606167,en,4.57,Harry Potter and the Prisoner of Azkaban - Gryffindor Edition
[20344],4774,"[2495, 2498]",1,9780141350080,en,4.32,Bloodlines: The Fiery Heart (book 4)
[886],1973,"[2461, 2540, 2554]",1,9781523502950,en,4.88,"Paint By Sticker Kids: Beautiful Bugs : Create 10 Pictures One Sticker at a Time! (Kids Activity Book, Sticker Art, No Mess Activity, Keep Kids Busy)"
[167750],4355,"[2465, 2537]",1,9781409582526,en,NA,First Sticker Book Space
[395598],2995,"[2459, 2515, 2516, 2542]",2,9781408358542,en,5,The Official Pokemon Encyclopedia : Updated and Expanded
[41364],6424,"[2461, 2466, 2474, 2487, 2488, 2503]",14,9781509869336,en,3.75,Busy Nursery
[17629],3967,"[2461, 2462, 2562]",1,9780486803593,en,4.38,Color & Learn Easy Italian Phrases for Kids
"[15316, 23854]",9640,"[2460, 2488, 2499, 2500]",4,9781406310948,en,4.26,We're Going on a Bear Hunt
[50318],9968,[2459],14,9780718197193,en,4.08,Peppa Pig: Peppa's Christmas Wish
[379187],9981,"[2460, 2488, 2493, 2500, 2501]",2,9780763655990,en,4.2,This Is Not My Hat
[395599],9184,"[2457, 2488, 2499]",2,9780375873485,en,4.03,LGB The Little Christmas Elf
[383502],8134,"[2802, 2812, 2813, 2820, 2831]",1,9781788173759,en,4.55,"The Universe Speaks, Are You Listening? : 111 High-Vibrational Oracle Messages on Love, Healing, and Existence to Unlock Your Inner Light"
[395629],9579,"[2783, 2784, 2802, 2840, 2978]",1,9780717191796,NA,NA,"Mind Full : Unwreck your head, De-stress your life"
[8295],6054,"[2493, 2494, 2503]",1,9780062338068,en,4.02,Truly Devious : A Mystery
[207098],4351,"[2491, 2492, 2493]",1,9780593350539,en,3.83,Enola Holmes: The Case of the Missing Marquess
"[54114, 234993]",7719,"[2942, 3097, 2502]",2,9780062208972,en,4.03,The Dangerous Book for Boys
[191489],7506,[2496],1,9781408883792,en,4.48,Harry Potter and the Philosopher's Stone - Hufflepuff Edition
"[22975, 395639]",2991,"[2488, 2490, 2500]",1,9781408882191,en,4.2,The Explorer
"[7693, 8295, 10930]",4674,"[2488, 2498]",1,9780142412145,en,3.74,Let It Snow : Three Holiday Romances
"[28373, 8088]",6778,"[2488, 2489, 2490, 2501]",1,9781447262909,en,3.83,Freckle Juice
[223849],5033,"[2496, 2501]",1,9780007326037,en,4.48,Death Bringer
"[73312, 33683]",7705,"[2457, 2471, 2488, 2543, 2577]",1,9780761187325,en,3.62,"Indestructibles: Beach Baby : Chew Proof * Rip Proof * Nontoxic * 100% Washable (Book for Babies, Newborn Books, Safe to Chew)"
"[29893, 44847]",9016,"[2457, 2522, 2526]",1,9781452141244,en,4.29,A Butterfly Is Patient
[50318],9354,"[2459, 2460]",1,9781409313205,en,4.09,Peppa Pig: Peppa Meets the Queen
[23182],7373,"[2457, 2488]",1,9780744598292,en,4.25,Rose Meets Mr Wintergarten
[380869],9828,"[2457, 2488, 2495]",2,9781442457027,en,4.41,The Fantastic Flying Books of Mr. Morris Lessmore
[6243],8476,"[2813, 2820, 3385]",2,9781529051582,en,NA,Journey : A Journal of Discovery
[127115],6084,"[3164, 2820, 3100]",1,9781912216116,en,5,"A Pilgrim's Guide to the Camino PortugueS : Lisbon - Porto - Santiago / Camino Central, Camino De La Costa, Variente Espiritual & Senda Litoral"
[2558],6404,"[2496, 2504]",1,9780141335704,en,4.27,The Serpent's Shadow (The Kane Chronicles Book 3)
"[8454, 368536]",4171,"[2488, 2496, 2497]",1,9781406360660,en,4.34,The Miraculous Journey of Edward Tulane
"[395698, 395699]",3270,"[2488, 2489, 2497]",2,9780736421522,en,4.29,Pinocchio (Disney Classic)
[100827],2770,"[2490, 2496, 2498]",2,9781619633612,en,4.37,The Assassin's Blade : The Throne of Glass Novellas
[7703],1819,"[2493, 2503]",1,9780141369693,en,4.4,Jolly Foul Play
[230954],1167,"[2490, 2491, 2495, 2496, 2499]",1,9781471124297,en,4.1,A Pinch of Magic
[7506],9220,"[2518, 2564]",1,9781409343783,en,4.06,Ancient Egypt
"[378480, 376267]",3042,[2460],1,9781906818005,en,4.4,Before You Sleep
"[390264, 50230, 395704]",5166,"[2466, 2479, 2503, 2557]",14,9781419709357,en,4.14,Montessori: Shape Work
[248656],2059,"[2458, 2467, 2488]",14,9781788002479,en,4.44,Listen to the Music from Around the World
[57159],9694,"[2464, 2471]",14,9781409581284,en,3.82,Baby's Very First Slide and See Animals
"[73311, 50943]",9082,"[2464, 2471]",14,9781474940108,en,4.52,What is Sleep?
"[57159, 368690]",2938,[2462],7,9781474953597,en,4.5,Fingerprint Activities Under the Sea
"[34529, 14215]",5372,"[2457, 2461, 2471]",1,9780241334973,en,4.52,You Choose Your Dreams : Originally published as Just Imagine
[335607],7827,[2822],1,9781939510099,en,4.78,"The Book of Water : Healing, Regeneration and Recovery"
[271550],1168,"[2734, 3186, 2825]",1,9788792633668,en,NA,Read Like The Devil : The Essential Course in Reading the Marseille Tarot
[8304],3639,"[2488, 2491, 2496]",1,9781405266062,en,3.95,The Bad Beginning
[7715],3516,[2495],1,9781911077039,en,4.09,The Fever Code
[29343],3586,"[2488, 2500, 2557]",2,9781423119913,en,4.51,Can I Play Too?
[221020],8286,"[2491, 2495, 2496, 2500]",1,9780062367150,en,4.56,Warriors : The New Prophecy Box Set: Volumes 1 to 6
[35203],4276,"[2490, 2491, 2496, 2562]",1,9780857561084,en,4.14,The Book of Dust Volume One : La Belle Sauvage
[50934],1574,[2496],1,9781406376104,en,4.67,Infernal Devices box set
"[243018, 191383]",8324,"[2538, 2540, 2541]",1,9781780556246,en,5,Jokes for Funny Kids: 7 Year Olds
[199407],9446,[2531],2,9780762461004,en,4.02,"Wisdom from Rich Dad, Poor Dad for Teens : The Secrets about Money--That You Don't Learn in School!"
"[19912, 66134]",7520,"[2460, 2523]",1,9781408337103,en,3.66,Mad About Dinosaurs!
"[395761, 395762, 21062]",5713,[2526],2,9780713676785,en,4.33,RSPB My First Book of Garden Birds
"[72928, 13094]",4709,[2518],1,9781407163864,en,3.98,Vicious Vikings
"[371946, 8937]",5650,"[2460, 2487, 2488]",2,9781452152165,en,4.19,"Mighty, Mighty Construction Site"
[320234],8759,[2460],1,9780007431878,en,4.16,The Octonauts and the Great Ghost Reef
"[257173, 29772]",1190,"[2458, 2487, 2488, 2500]",1,9781509862733,en,4.14,The Singing Mermaid
"[7717, 49703]",8072,"[2458, 2488, 2571]",14,9781859855454,en,4.44,You are Special
[7506],4386,[2468],14,9781405392570,en,4.21,Baby Touch and Feel Farm Animals
[38420],9892,"[80, 2942, 3385, 2462]",1,9780753553190,en,4.6,How to Draw Inky Wonderlands : Create and Colour Your Own Magical Adventure
[395765],9671,"[2831, 2863]",1,9780983772057,en,5,"Welcoming Food, Book 2 : Recipes and Kitchen Practice: Diet as Medicine for Home Cooks and Other Healers"
[395784],3865,"[2819, 2822, 2823, 2840]",4,9781782499312,en,NA,Heavenly Bodies Astrology : Deck and Little Guidebook (Deluxe Boxset)
[191489],2990,"[355, 2629, 2496]",1,9781408898659,en,4.72,Harry Potter Boxed Set: The Complete Collection (Adult Paperback)
[70],4440,"[2501, 2505]",1,9780008304607,en,4.28,The World's Worst Children 3
"[52125, 197753]",4433,"[2495, 2498]",2,9780553499117,en,4.27,Illuminae
[50934],4264,"[2491, 2496, 2504]",2,9781481431873,en,4.48,Chain of Gold
[42561],2766,"[2491, 2495, 2496]",2,9781627792127,en,4.42,Six of Crows
[17997],4103,"[2489, 2491, 2493]",1,9781444929706,en,4.67,The Famous Five Collection 3 : Books 7-9
[229710],3341,"[2490, 2491]",2,9781481497619,en,4.1,Sorcery of Thorns
[379389],4298,"[2543, 2544]",1,9781786069214,en,4.41,Beckham (Classic Football Heroes - Limited International Edition)
"[72928, 13094, 395798]",5768,"[2518, 2538]",1,9781407178653,en,4.05,Awesome Egyptians
[249694],4239,"[2461, 2530]",1,9781409581956,en,4.25,Origami Tear off Pad
[379389],3362,[2544],1,9781789461145,en,4.43,Mane (Ultimate Football Heroes) - Collect Them All!
[29772],4321,"[2460, 2464, 2487, 2488, 2500]",1,9781447273455,en,4.32,Tales from Acorn Wood: Fox's Socks and Rabbit's Nap
"[19912, 19913]",8771,"[2460, 2488, 2500]",4,9780545097383,en,4.27,Giraffes Can't Dance
"[376264, 238516]",6482,[2467],14,9781474967556,en,4.29,Winter Wonderland Sound Book
[32675],8610,"[2457, 2500, 2505]",2,9780307165480,en,4.23,Best Storybook Ever!
[245773],6371,[2460],1,9781849394499,en,4.21,Flotsam
"[57159, 369996]",2743,"[2458, 2468]",14,9781474959063,en,4.26,That's not my puppy...
"[20125, 20126]",7521,"[2473, 2488, 2501, 2557]",1,9780062334206,en,4.44,Amelia Bedelia Chapter Book 4-Book Box Set : Books 1-4
[181157],8412,"[386, 3388, 2563, 2595]",23,9781849075480,en,NA,Philip's RGS World Wall Map (with Flags) : Laminated
[207105],8588,"[285, 2812, 2820]",1,9781683645597,en,3.84,You Were Never Broken : Poems to Save Your Life
[373286],5761,"[3, 46, 69, 214, 218, 2853, 2855]",1,9781906958411,en,4.25,Pans Daughter : The Magical World of Rosaleen Norton
[33485],1336,[2495],4,9781406393644,en,4.58,Arc of a Scythe Boxed Set
[70616],4888,"[2488, 2491, 2495, 2496, 2500]",1,9780545685450,en,4.6,ESCAPING PERIL #8 PB
[67634],3453,[2488],1,9780316273510,en,3.99,Stalking Jack the Ripper
"[40872, 15317]",2714,"[2488, 2490, 2560]",1,9781841213361,en,3.95,A Shakespeare Story: Romeo And Juliet
[34708],3470,"[2488, 2491, 2495, 2496, 2497, 2500]",1,9780316038638,en,4.26,Where The Mountain Meets The Moon
"[248112, 233377]",1466,"[2488, 2505]",1,9780140374582,en,3.86,The Puffin Book of Stories for Five-year-olds
"[63446, 395352]",7411,"[2464, 2522, 2563]",2,9791027605620,en,3.92,The Ultimate Book of Planet Earth
"[372415, 149940]",6946,[2522],2,9780500651698,en,4.63,The Book of Trees
[29645],2467,"[2459, 2490, 2491, 2493, 2500, 2501, 2506, 2538]",1,9781407191942,en,4.56,Dog Man 6: Brawl of the Wild PB
"[369336, 7957]",9605,"[2500, 2522, 2526, 2557, 2578]",1,9781426311048,en,4.21,National Geographic Kids Readers: Polar Bears
[23854],3968,"[2471, 2483, 2488, 2501]",14,9781564025470,en,3.7,I Can
[50318],5358,[2459],1,9780723293125,en,4.28,Peppa Pig: Hide-and-Seek : A Search and Find Book
"[57159, 394605]",3797,[2464],14,9781409590347,en,4.15,Pop-Up Garden
"[18696, 18697]",6896,"[2870, 2460, 2488, 2491, 2495, 2501]",1,9780857074478,en,4.18,Supertato
"[29771, 29772]",3454,"[2460, 2487, 2488, 2500]",14,9781509830374,en,4.19,The Smartest Giant in Town
"[381882, 57159]",8646,[2462],1,9781474921688,en,4,Under the Sea Magic Painting
[38334],7688,"[2457, 2488, 2489, 2490, 2495, 2501]",1,9780099200611,en,4.06,Avocado Baby
"[395856, 29772]",7268,"[2460, 2488, 2495]",1,9781509830466,en,4.24,The Magic Paintbrush
"[57159, 368424]",9189,"[2461, 2465]",1,9781409509943,en,3.6,Easter Sticker Book
"[257173, 29772]",6622,"[2459, 2460, 2487, 2491, 2493, 2500, 2501]",1,9781509837335,en,4.16,What the Ladybird Heard on Holiday
[67521],9976,"[2476, 2477]",2,9780972394642,en,4.42,One
"[376380, 376381]",8084,"[2466, 2476]",14,9781419713743,en,4.43,Countablock (An Abrams Block Book)
[395866],9904,"[2831, 2836]",1,9781250262141,en,4.11,"Electric Body, Electric Health : Using the Electromagnetism Within (and Around) You to Rewire, Recharge, and Raise Your Voltage"
[29645],4160,"[2490, 2491, 2501, 2557]",1,9780439376105,en,4.19,BIG BAD BIONIC BOOGER BOYCU#6
"[50934, 192327]",3137,"[2490, 2491, 2495, 2498]",2,9781471162091,en,4.05,The Lost Book of the White
[191489],6595,"[2491, 2495, 2496]",2,9781526606181,en,4.57,Harry Potter and the Prisoner of Azkaban - Ravenclaw Edition
[2558],4490,"[2495, 2496]",1,9780141335674,en,4.18,The Throne of Fire (The Kane Chronicles Book 2)
[65878],3619,[2490],1,9780141354804,en,4.29,Goodnight Mister Tom
"[70617, 70618]",8779,"[2461, 2501, 2506, 2540]",1,9781509876501,en,4.29,The Treehouse Fun Book 2
"[29771, 29772]",9565,"[2459, 2475, 2488, 2510, 2555]",1,9781509846139,en,3.89,A Treasury of Songs : Book and CD Pack
[388106],9365,"[2459, 2461, 2466, 2488, 2491, 2495, 2496, 2515]",2,9781338253955,en,3.83,Honeydukes: A Scratch and Sniff Adventure
"[15316, 23854]",7107,"[2457, 2473, 2490, 2500]",2,9781406357387,en,4.26,We're Going on a Bear Hunt
"[29771, 29772]",7262,"[2460, 2487, 2488, 2500]",1,9781509812486,en,4.11,Charlie Cook's Favourite Book
"[24858, 367957]",7756,"[2460, 2500, 2501]",1,9781444937336,en,4.34,Oi Duck-billed Platypus!
[43895],7902,"[2457, 2490, 2501]",1,9780140555264,en,4,Princess Smartypants
[6438],8138,"[2458, 2476, 2489]",14,9781423622055,en,3.88,Little Master Shakespeare Romeo and Juliet: A Counting Primer
[23611],7670,"[2457, 2488]",2,9780340969939,en,4.33,The Arrival
[73382],9969,"[2464, 2488, 2495, 2497, 2499]",2,9780723263517,en,4.45,Flower Fairies Magical Doors : Discover the Doors to Fairyopolis
"[18696, 18697]",9355,[2460],1,9780857074454,en,4.15,"No-Bot, the Robot with No Bottom"
[8224],2442,"[2458, 2464, 2488, 2499]",14,9780689829598,en,4.16,"Papa, Please Get the Moon for ME"
[205635],8835,"[3185, 2820, 2831]",2,9781501115035,en,4.34,Wisdom Rising : Journey into the Mandala of the Empowered Feminine
"[395937, 395938]",8596,"[2734, 3120, 2825, 2853]",4,9788484451761,es,4.41,Tarot Osho Zen/ Osho Zen Tarot : El juego trascendental del Zen/ The Transcendental Game of Zen
[8485],4019,[2501],1,9780143309352,NA,4.4,The Meltdown: Diary of a Wimpy Kid (13)
[100827],6084,[2496],2,9781619636040,en,4.54,Queen of Shadows
[191489],9419,[2496],1,9781408883778,en,4.48,Harry Potter and the Philosopher's Stone - Ravenclaw Edition
"[8146, 15846]",5885,"[2797, 2488, 2568]",1,9781934490259,en,4.18,I Just Don't Like the Sound of No! : My Story About Accepting 'No' for an Answer and Disagreeing . . . the Right Way!
[7752],3421,[2499],1,9781406387933,en,4.51,The Hate U Give
[2558],2408,"[2491, 2496]",1,9780141364018,en,4.36,The Burning Maze (The Trials of Apollo Book 3)
"[23841, 23842, 7720]",3950,"[2488, 2491, 2499, 2501, 2557]",1,9780763678883,en,4.09,The Princess in Black
[25087],3849,"[2488, 2490]",1,9781862308312,en,3.94,If I Stay
[376997],4303,[2497],2,9780746075562,en,4.28,Illustrated Fairy Tales
[55156],2509,"[2461, 2501, 2503, 2538]",1,9780702301636,en,4.42,Tom Gates: Mega Make and Do and Stories Too!
"[72928, 13094]",5876,"[2518, 2538]",1,9781407182285,en,3.98,Horrible Histories: Ireland
[389497],9903,"[2472, 2526]",1,9780645020519,en,NA,Aussie Animals Alphabet
"[65067, 391817]",8371,[2457],1,9781743621837,NA,4.21,WOMBAT STEW PB
"[395953, 395954]",5912,"[2457, 2488, 2491, 2500]",1,9780763637842,en,4.4,Library Lion
[72625],7364,"[2461, 2472, 2558, 2588]",1,9780008151508,en,3.75,"ABC Ages 3-5 : Reception English Home Learning and School Resources from the Publisher of Revision Practice Guides, Workbooks, and Activities."
"[64285, 8201]",4451,"[2471, 2488, 2489, 2499, 2500]",1,9780399214578,en,4.19,Owl Moon
[11867],2018,"[2460, 2499]",2,9780008382209,en,4.16,What We'll Build : Plans for Our Together Future
[12075],7256,"[2457, 2458]",14,9781743312094,en,3.78,Noni the Pony
"[205381, 14610]",7838,"[2457, 2490]",1,9780140542400,en,4.2,Hairy Maclary's Rumpus At The Vet
[7506],5569,[2459],2,9780241182987,en,4.1,LEGO (R) Awesome Ideas
[191431],9121,"[2802, 2812, 2819, 2820, 3020]",1,9781785042447,en,4,The Chimp Paradox : (Vermilion Life Essentials)
[298],9004,"[2802, 2820]",1,9781788173223,en,4,"The Power of Eight : Harnessing the Miraculous Energies of a Small Group to Heal Others, Your Life and the World"
[70616],5422,"[2488, 2491, 2495, 2496, 2500]",1,9780545685399,en,4.58,WINTER TURNING #7 PB
[29645],4708,"[2491, 2501, 2503]",1,9781407138312,en,4.36,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot
[228757],6826,"[2495, 2496, 2498]",1,9781250063151,en,3.98,The Kiss of Deception
[41121],7093,"[2490, 2504]",1,9781407184326,en,4.46,Refugee
"[47472, 60316]",3660,"[2490, 2492, 2494]",1,9781338576016,en,4.42,Into the Pit (Five Nights at Freddy's: Fazbear Frights #1)
[191489],1833,"[2495, 2496]",2,9781526606228,en,4.57,Harry Potter and the Prisoner of Azkaban - Slytherin Edition
"[70, 15317]",3631,"[2491, 2501]",1,9780008349080,en,4.17,Fing
"[29771, 29772]",2681,"[2465, 2500, 2526, 2540]",1,9781509812561,en,4.4,Monkey Puzzle Sticker Book
"[19704, 238516]",1545,"[2458, 2467, 2510]",14,9781474982153,en,4.67,The Animal Orchestra Plays Mozart
[57159],2737,[2462],1,9781409581888,en,4.5,Magic Painting Book
"[14414, 14415]",6588,"[2460, 2496]",1,9781405283779,en,3.76,Sweep
[7848],9780,"[2460, 2488, 2501]",14,9781406361650,en,4.13,Shh! We Have a Plan
"[379599, 53989]",8034,[2460],1,9781847388766,en,4.2,The Worst Princess
[50318],6083,"[2459, 2472]",14,9780723292098,en,4.08,Peppa Pig: ABC with Peppa
"[15316, 23854]",3632,"[2457, 2473, 2490, 2500]",14,9781406363074,en,4.26,We're Going on a Bear Hunt
[15996],7183,"[92, 2461, 2462]",1,9780486456423,en,4.18,Paisley Designs Coloring Book
[55468],5157,[2462],1,9781912785124,en,4.39,Worlds Within Worlds : Colour New Realms
[2501],2923,"[2458, 2488, 2500, 2501]",14,9780671449049,en,4.23,But Not the Hippopotamus
[395765],9673,"[2831, 2863]",1,9780983772095,en,4.86,"Welcoming Food, Book 1 : Energetics of Food and Healing: Diet as Medicine for Home Cooks and Other Healers"
"[212040, 371883]",4419,"[2772, 2777, 2780, 2831]",2,9781579659592,en,4.32,"The New Rules of Aging Well : A Simple Program for Immune Resilience, Strength, and Vitality"
[396043],1471,[2820],1,9781692930240,en,4,"Timeless Seeds of Advice : The Sayings of Prophet Muhammad ﷺ, Ibn Taymiyyah, Ibn al-Qayyim, Ibn al-Jawzi and Other Prominent Scholars in Bringing Comfort and Hope to the Soul"
"[396051, 3689]",6691,"[3203, 3238, 2846]",1,9780910142625,en,4.29,Life Between Death and Rebirth : The Active Connection Between the Living and the Dead
[100827],3925,"[2490, 2496]",2,9781619630659,en,4.46,Heir of Fire
"[57613, 15317]",2051,"[2501, 2557]",1,9781842557242,en,4.09,Horrid Henry Early Reader: Horrid Henry's Underpants Book 4 : Book 11
[23611],8797,"[2495, 2496]",2,9781848775879,en,4.44,Eric
[320945],1218,"[2496, 2498]",2,9781534457690,en,4.02,These Violent Delights
"[23086, 14146]",4939,"[2488, 2489, 2491]",1,9780141321004,en,3.83,Treasure Island
[5553],4199,"[2488, 2490]",1,9780141315980,en,3.88,The Secret Diary of Adrian Mole Aged 13 3/4
[29645],3142,"[2491, 2501, 2506]",1,9780545385770,en,4.22,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future"
"[27023, 12602]",4098,"[2489, 2505]",1,9780064400404,en,4.34,The Little House Books : A Pioneer Chronicle
[6983],1130,[2496],1,9780007811281,en,4.26,The Chronicles of Narnia Box Set
[100827],5571,"[2490, 2496]",2,9781619630628,en,4.4,Crown of Midnight
[50934],5015,[2496],1,9781406355819,en,4.42,The Mortal Instruments 6: City of Heavenly Fire
[22022],6956,"[2488, 2501, 2503]",1,9780763641153,en,4.44,Clarice Bean: The Utterly Complete Collection
"[73311, 50943]",6481,"[2461, 2464, 2537]",14,9781474948210,en,4.34,What is the Moon?
[17994],7531,"[2522, 2534]",2,9780241366912,en,4.43,"What A Waste : Rubbish, Recycling, and Protecting our Planet"
"[25345, 14440]",4632,"[2459, 2537]",1,9781405285599,en,3.93,Mr. Men Adventure in Space
"[396067, 378384, 396068, 396069]",5690,[2533],2,9781529356106,en,NA,What a Beautiful Name
[9653],5723,"[2488, 2489, 2499, 2504, 2515]",2,9781419741203,en,4.09,Little Women : The Original Classic Novel Featuring Photos from the Film!
[396074],2533,"[2461, 2471, 2517]",1,9781641522762,en,4.71,My Preschool Workbook : 101 Games & Activities That Prepare Your Child for School
"[29771, 61270]",6199,"[2461, 2464, 2487, 2488, 2491, 2500, 2501]",14,9781509806966,en,4.04,The Christmas Bear
"[69069, 39031, 396082]",7004,"[2457, 2488]",2,9781742378329,en,4.17,The Little Refugee
"[29771, 29772]",7646,[2458],14,9781407164939,en,4.28,Zog Gift Edition Board Book
"[42921, 370392]",7048,"[2471, 2477, 2478, 2500, 2501]",2,9780152049072,en,4.2,Where Is the Green Sheep?
[30051],7146,"[2459, 2466]",14,9781409313298,en,4.8,Peppa Pig: Hooray! Says Peppa Finger Puppet Book
"[389129, 238516]",5319,"[2458, 2467]",14,9781474921206,en,4.56,Baby's Bedtime Music Book
[23181],7414,[2490],1,9780141347400,en,4.34,Salt to the Sea
[33096],1928,"[2498, 2499]",1,9780008412937,en,4.17,This Winter
[371708],5210,"[2488, 2489, 2500, 2557]",14,9780679886297,en,4.1,"Go, Dog. Go!"
[22332],7221,[2489],1,9780141199528,en,4.01,Emma
[223849],7601,"[2496, 2501]",1,9780007326013,en,4.47,Mortal Coil
[2558],3497,[2497],1,9780141358680,en,4.49,Percy Jackson and the Greek Gods
[261827],1184,[2496],1,9781409175995,en,3.88,War Storm : Red Queen Book 4
[8015],9548,"[2488, 2489, 2495]",2,9780736426701,en,4.34,Walt Disney's Alice in Wonderland
[367753],7123,[2542],2,9781405290104,en,4.06,Minecraft Guide to Farming
[396134],2570,"[2522, 2577, 2579, 2581]",1,9781939754660,en,4.23,Awesome Science Experiments for Kids : 100+ Fun STEAM Projects and Why They Work
"[396135, 385951, 50943]",9080,"[2461, 2464, 2520]",14,9781474948166,en,4.8,Look Inside a Hospital
"[70617, 70618]",6566,"[2501, 2506, 2538, 2539]",1,9781529030440,en,4.29,The Treehouse Joke Book
"[57159, 369996]",6931,[2458],14,9780746069608,en,3.98,That's Not My Robot
[54694],7341,"[2471, 2488, 2490, 2491]",9,9780525446446,en,4.23,"Wheels on the Bus, the"
"[376721, 228656, 238516]",6499,"[2467, 2473, 2562]",14,9781409597711,en,3.5,Listen and Learn First Words in French
[7506],5527,"[2459, 2465]",1,9781405308861,en,4,Diggers & Dumpers Ultimate Sticker Book
"[57159, 382183]",6311,[2465],1,9781474921855,en,4.33,Little Sticker Dolly Dressing Mermaid
"[20116, 396138]",3331,"[2467, 2488, 2497]",2,9781786030931,en,4.64,The Story Orchestra: The Sleeping Beauty : Press the note to hear Tchaikovsky's music
"[391736, 60022]",3972,[2464],14,9781409599166,en,4.46,Peep Inside The Sea
[57159],6733,[2462],22,9781409507857,en,4.19,"Drawing, Doodling and Colouring Book"
[321247],3135,"[684, 2813, 2820]",1,9781984878526,en,3.9,"A Woman Makes A Plan : Advice for a Lifetime of Adventure, Beauty, and Success"
[42561],1870,"[2491, 2496]",2,9781510104457,en,4.21,"King of Scars : return to the epic fantasy world of the Grishaverse, where magic and science collide"
[4098],5887,"[2491, 2499]",1,9781406360196,en,3.98,Stormbreaker
[70616],3370,"[2488, 2491, 2495, 2496, 2500]",1,9780545685368,en,4.66,MOON RISING #6 PB
[205955],2919,"[2489, 2495, 2496]",1,9780192734501,en,4.04,Tom's Midnight Garden
[26389],5794,[2492],1,9781405221740,en,4.12,Kensuke's Kingdom
"[380874, 219110]",2015,[2496],2,9781419735059,en,4.42,"Avatar, The Last Airbender: The Shadow of Kyoshi (The Kyoshi Novels Book 2)"
[58078],1875,"[2488, 2499, 2500]",14,9780399243202,en,3.64,Spot's Christmas
[35203],7912,"[355, 2629, 2491]",1,9780440238607,en,4.25,His Dark Materials 3-Book Mass Market Paperback Boxed Set : The Golden Compass; The Subtle Knife; The Amber Spyglass
"[35202, 35203]",3404,"[334, 336, 2617, 339, 2620, 2491, 2496]",2,9780241373330,en,4.06,The Secret Commonwealth: The Book of Dust Volume Two : From the world of Philip Pullman's His Dark Materials - now a major BBC series
[26389],3683,"[2499, 2504]",1,9780007486441,en,4.18,Private Peaceful
[42561],9185,"[2491, 2496]",1,9781250211101,en,4.73,"Six of Crows Boxed Set : Six of Crows, Crooked Kingdom"
"[257512, 35203]",2577,"[2490, 2491, 2496, 2500, 2519, 2552]",1,9781407186108,en,3.99,Northern Lights
"[72928, 13094]",3279,"[2518, 2519, 2538]",1,9781407163888,en,4.09,Frightful First World War
[389709],4875,"[2543, 2544]",1,9781789460056,en,4.6,De Bruyne - Collect Them All! (Ultimate Football Heroes)
"[396189, 396190]",4773,[2508],2,9780578474427,he,5,Doctor Potty (Hebrew Edition)
"[33683, 60421]",2715,"[2477, 2488, 2500, 2521, 2525]",1,9781523504671,en,4.38,"Indestructibles: Hello, Farm! : Chew Proof * Rip Proof * Nontoxic * 100% Washable (Book for Babies, Newborn Books, Safe to Chew)"
"[396191, 195741]",2561,"[287, 2521]",1,9780486282084,en,3.81,Doctor Faustus
"[236008, 396194, 186236]",5691,"[2459, 2488, 2491, 2500]",2,9780736420952,en,4.48,The Lion King
"[36979, 379398]",6577,[2460],1,9781847383020,en,3.9,Aliens in Underpants Save the World
"[372770, 372771]",6914,"[2460, 2476, 2491, 2501]",1,9781408320044,en,4.35,Ten Little Pirates
[50318],3487,"[2459, 2465]",1,9780241252673,en,4.29,Peppa Pig Super Stickers Activity Book
[],6686,[2468],14,9781409304524,en,3.82,The Three Little Pigs: Ladybird Touch and Feel Fairy Tales
"[29771, 22460]",3689,"[2458, 2460, 2500]",1,9780857630780,en,3.97,Pip and Posy: The Little Puddle
"[33539, 233375]",6406,"[2459, 2460, 2488, 2501]",1,9780007257737,en,3.68,Paddington and the Christmas Surprise
[388789],3571,[2825],12,9788865277027,NA,NA,Goetia - Tarot in the Darkness
"[219203, 219204]",4221,"[2488, 2490, 2495, 2506]",1,9781421550060,en,4.47,Pokemon Adventures Red & Blue Box Set (Set Includes Vols. 1-7)
[14146],4270,"[2491, 2493, 2495, 2496]",1,9780141339092,en,3.85,Artemis Fowl
